Year,Year ending,Police Service Area,Local Government Area,Offence Division,Offence Subdivision,Offence Subgroup,Offence Count,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2018,September,Warrnambool,Corangamite,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer, 3 , 4.4 , 18.5 
2018,September,Warrnambool,Corangamite,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury, 3 , 4.4 , 18.5 
2018,September,Warrnambool,Corangamite,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences, 6 , 8.8 , 37.0 
2018,September,Warrnambool,Corangamite,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order, 114 , 167.8 , 702.4 
2018,September,Warrnambool,Corangamite,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order, 8 , 11.8 , 49.3 
2018,September,Warrnambool,Corangamite,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions, 10 , 14.7 , 61.6 
2018,September,Warrnambool,Corangamite,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences, 1 , 1.5 , 6.2 
2018,September,Warrnambool,Moyne,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault, 14 , 20.6 , 82.9 
2018,September,Warrnambool,Moyne,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault, 12 , 17.7 , 71.0 
2018,September,Warrnambool,Moyne,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer", 5 , 7.4 , 29.6 
2018,September,Warrnambool,Moyne,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault, 29 , 42.7 , 171.6 
2018,September,Warrnambool,Moyne,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault, 9 , 13.2 , 53.3 
2018,September,Warrnambool,Moyne,A Crimes against the person,A30 Sexual offences,A30 Sexual offences, 27 , 39.7 , 159.8 
2018,September,Warrnambool,Moyne,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment, 2 , 2.9 , 11.8 
2018,September,Warrnambool,Moyne,A Crimes against the person,A50 Robbery,A51 Aggravated robbery, 5 , 7.4 , 29.6 
2018,September,Warrnambool,Moyne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking, 1 , 1.5 , 5.9 
2018,September,Warrnambool,Moyne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance, 1 , 1.5 , 5.9 
2018,September,Warrnambool,Moyne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance, 2 , 2.9 , 11.8 
2018,September,Warrnambool,Moyne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour, 10 , 14.7 , 59.2 
2018,September,Warrnambool,Moyne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour, 12 , 17.7 , 71.0 
2018,September,Warrnambool,Moyne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving, 3 , 4.4 , 17.8 
2018,September,Warrnambool,Moyne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people, 2 , 2.9 , 11.8 
2018,September,Warrnambool,Moyne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people, 12 , 17.7 , 71.0 
2018,September,Warrnambool,Moyne,B Property and deception offences,B10 Arson,B11 Cause damage by fire, 3 , 4.4 , 17.8 
2018,September,Warrnambool,Moyne,B Property and deception offences,B10 Arson,B19 Other fire related offences, 4 , 5.9 , 23.7 
2018,September,Warrnambool,Moyne,B Property and deception offences,B20 Property damage,B21 Criminal damage, 55 , 80.9 , 325.5 
2018,September,Warrnambool,Moyne,B Property and deception offences,B20 Property damage,B22 Graffiti, 4 , 5.9 , 23.7 
2018,September,Warrnambool,Moyne,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary, 29 , 42.7 , 171.6 
2018,September,Warrnambool,Moyne,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary, 10 , 14.7 , 59.2 
2018,September,Warrnambool,Moyne,B Property and deception offences,B40 Theft,B41 Motor vehicle theft, 11 , 16.2 , 65.1 
2018,September,Warrnambool,Moyne,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle, 9 , 13.2 , 53.3 
2018,September,Warrnambool,Moyne,B Property and deception offences,B40 Theft,B43 Steal from a retail store, 2 , 2.9 , 11.8 
2018,September,Warrnambool,Moyne,B Property and deception offences,B40 Theft,B44 Theft of a bicycle, 5 , 7.4 , 29.6 
2018,September,Warrnambool,Moyne,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods, 4 , 5.9 , 23.7 
2018,September,Warrnambool,Moyne,B Property and deception offences,B40 Theft,B49 Other theft, 67 , 98.6 , 396.5 
2018,September,Warrnambool,Moyne,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception, 7 , 10.3 , 41.4 
2018,September,Warrnambool,Moyne,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation, 1 , 1.5 , 5.9 
2018,September,Warrnambool,Moyne,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking, 4 , 5.9 , 23.7 
2018,September,Warrnambool,Moyne,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs, 2 , 2.9 , 11.8 
2018,September,Warrnambool,Moyne,C Drug offences,C30 Drug use and possession,C31 Drug use, 2 , 2.9 , 11.8 
2018,September,Warrnambool,Moyne,C Drug offences,C30 Drug use and possession,C32 Drug possession, 13 , 19.1 , 76.9 
2018,September,Warrnambool,Moyne,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences, 12 , 17.7 , 71.0 
2018,September,Warrnambool,Moyne,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences, 3 , 4.4 , 17.8 
2018,September,Warrnambool,Moyne,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public, 7 , 10.3 , 41.4 
2018,September,Warrnambool,Moyne,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct, 6 , 8.8 , 35.5 
2018,September,Warrnambool,Moyne,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language, 3 , 4.4 , 17.8 
2018,September,Warrnambool,Moyne,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent, 3 , 4.4 , 17.8 
2018,September,Warrnambool,Moyne,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct, 1 , 1.5 , 5.9 
2018,September,Warrnambool,Moyne,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space, 5 , 7.4 , 29.6 
2018,September,Warrnambool,Moyne,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer, 16 , 23.5 , 94.7 
2018,September,Warrnambool,Moyne,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury, 2 , 2.9 , 11.8 
2018,September,Warrnambool,Moyne,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences, 3 , 4.4 , 17.8 
2018,September,Warrnambool,Moyne,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order, 45 , 66.2 , 266.3 
2018,September,Warrnambool,Moyne,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order, 3 , 4.4 , 17.8 
2018,September,Warrnambool,Moyne,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions, 1 , 1.5 , 5.9 
2018,September,Warrnambool,Moyne,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences, 1 , 1.5 , 5.9 
2018,September,Warrnambool,Moyne,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals, 1 , 1.5 , 5.9 
2018,September,Warrnambool,Warrnambool,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault, 80 , 117.7 , 229.7 
2018,September,Warrnambool,Warrnambool,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault, 101 , 148.6 , 290.0 
2018,September,Warrnambool,Warrnambool,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer", 36 , 53.0 , 103.4 
2018,September,Warrnambool,Warrnambool,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault, 111 , 163.4 , 318.8 
2018,September,Warrnambool,Warrnambool,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault, 67 , 98.6 , 192.4 
2018,September,Warrnambool,Warrnambool,A Crimes against the person,A30 Sexual offences,A30 Sexual offences, 103 , 151.6 , 295.8 
2018,September,Warrnambool,Warrnambool,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment, 4 , 5.9 , 11.5 
2018,September,Warrnambool,Warrnambool,A Crimes against the person,A50 Robbery,A51 Aggravated robbery, 8 , 11.8 , 23.0 
2018,September,Warrnambool,Warrnambool,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail, 1 , 1.5 , 2.9 
2018,September,Warrnambool,Warrnambool,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking, 8 , 11.8 , 23.0 
2018,September,Warrnambool,Warrnambool,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking, 6 , 8.8 , 17.2 
2018,September,Warrnambool,Warrnambool,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance, 39 , 57.4 , 112.0 
2018,September,Warrnambool,Warrnambool,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance, 8 , 11.8 , 23.0 
2018,September,Warrnambool,Warrnambool,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour, 42 , 61.8 , 120.6 
2018,September,Warrnambool,Warrnambool,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour, 49 , 72.1 , 140.7 
2018,September,Warrnambool,Warrnambool,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving, 14 , 20.6 , 40.2 
2018,September,Warrnambool,Warrnambool,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people, 1 , 1.5 , 2.9 
2018,September,Warrnambool,Warrnambool,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people, 1 , 1.5 , 2.9 
2018,September,Warrnambool,Warrnambool,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people, 35 , 51.5 , 100.5 
2018,September,Warrnambool,Warrnambool,B Property and deception offences,B10 Arson,B11 Cause damage by fire, 22 , 32.4 , 63.2 
2018,September,Warrnambool,Warrnambool,B Property and deception offences,B10 Arson,B19 Other fire related offences, 8 , 11.8 , 23.0 
2018,September,Warrnambool,Warrnambool,B Property and deception offences,B20 Property damage,B21 Criminal damage, 458 , 674.0 ," 1,315.2 "
2018,September,Warrnambool,Warrnambool,B Property and deception offences,B20 Property damage,B22 Graffiti, 17 , 25.0 , 48.8 
2018,September,Warrnambool,Warrnambool,B Property and deception offences,B20 Property damage,B29 Other property damage offences, 6 , 8.8 , 17.2 
2018,September,Warrnambool,Warrnambool,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary, 18 , 26.5 , 51.7 
2018,September,Warrnambool,Warrnambool,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary, 2 , 2.9 , 5.7 
2018,September,Warrnambool,Warrnambool,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary, 124 , 182.5 , 356.1 
2018,September,Warrnambool,Warrnambool,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary, 76 , 111.8 , 218.2 
2018,September,Warrnambool,Warrnambool,B Property and deception offences,B40 Theft,B41 Motor vehicle theft, 29 , 42.7 , 83.3 
2018,September,Warrnambool,Warrnambool,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle, 94 , 138.3 , 269.9 
2018,September,Warrnambool,Warrnambool,B Property and deception offences,B40 Theft,B43 Steal from a retail store, 205 , 301.7 , 588.7 
2018,September,Warrnambool,Warrnambool,B Property and deception offences,B40 Theft,B44 Theft of a bicycle, 26 , 38.3 , 74.7 
2018,September,Warrnambool,Warrnambool,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods, 70 , 103.0 , 201.0 
2018,September,Warrnambool,Warrnambool,B Property and deception offences,B40 Theft,B46 Fare evasion, 1 , 1.5 , 2.9 
2018,September,Warrnambool,Warrnambool,B Property and deception offences,B40 Theft,B49 Other theft, 257 , 378.2 , 738.0 
2018,September,Warrnambool,Warrnambool,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting, 15 , 22.1 , 43.1 
2018,September,Warrnambool,Warrnambool,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception, 109 , 160.4 , 313.0 
2018,September,Warrnambool,Warrnambool,B Property and deception offences,B50 Deception,B54 State false information, 3 , 4.4 , 8.6 
2018,September,Warrnambool,Warrnambool,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking, 67 , 98.6 , 192.4 
2018,September,Warrnambool,Warrnambool,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs, 4 , 5.9 , 11.5 
2018,September,Warrnambool,Warrnambool,C Drug offences,C30 Drug use and possession,C31 Drug use, 20 , 29.4 , 57.4 
2018,September,Warrnambool,Warrnambool,C Drug offences,C30 Drug use and possession,C32 Drug possession, 230 , 338.5 , 660.5 
2018,September,Warrnambool,Warrnambool,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences, 29 , 42.7 , 83.3 
2018,September,Warrnambool,Warrnambool,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences, 103 , 151.6 , 295.8 
2018,September,Warrnambool,Warrnambool,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray, 8 , 11.8 , 23.0 
2018,September,Warrnambool,Warrnambool,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public, 86 , 126.6 , 247.0 
2018,September,Warrnambool,Warrnambool,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct, 38 , 55.9 , 109.1 
2018,September,Warrnambool,Warrnambool,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language, 9 , 13.2 , 25.8 
2018,September,Warrnambool,Warrnambool,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent, 4 , 5.9 , 11.5 
2018,September,Warrnambool,Warrnambool,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct, 3 , 4.4 , 8.6 
2018,September,Warrnambool,Warrnambool,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences, 1 , 1.5 , 2.9 
2018,September,Warrnambool,Warrnambool,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes, 2 , 2.9 , 5.7 
2018,September,Warrnambool,Warrnambool,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space, 31 , 45.6 , 89.0 
2018,September,Warrnambool,Warrnambool,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences, 4 , 5.9 , 11.5 
2018,September,Warrnambool,Warrnambool,E Justice procedures offences,E10 Justice procedures,E11 Escape custody, 2 , 2.9 , 5.7 
2018,September,Warrnambool,Warrnambool,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer, 73 , 107.4 , 209.6 
2018,September,Warrnambool,Warrnambool,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury, 7 , 10.3 , 20.1 
2018,September,Warrnambool,Warrnambool,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences, 19 , 28.0 , 54.6 
2018,September,Warrnambool,Warrnambool,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences, 34 , 50.0 , 97.6 
2018,September,Warrnambool,Warrnambool,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order, 358 , 526.9 ," 1,028.1 "
2018,September,Warrnambool,Warrnambool,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order, 20 , 29.4 , 57.4 
2018,September,Warrnambool,Warrnambool,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions, 196 , 288.4 , 562.8 
2018,September,Warrnambool,Warrnambool,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders, 23 , 33.8 , 66.0 
2018,September,Warrnambool,Warrnambool,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences, 5 , 7.4 , 14.4 
2018,September,Warrnambool,Warrnambool,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences, 1 , 1.5 , 2.9 
2018,September,Warrnambool,Warrnambool,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals, 2 , 2.9 , 5.7 
2018,September,Warrnambool,Warrnambool,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences, 1 , 1.5 , 2.9 
2018,September,Warrnambool,Warrnambool,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences, 2 , 2.9 , 5.7 
2018,September,Wellington,Wellington,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences, 2 , 4.5 , 4.5 
2018,September,Wellington,Wellington,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault, 84 , 189.9 , 189.9 
2018,September,Wellington,Wellington,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault, 63 , 142.4 , 142.4 
2018,September,Wellington,Wellington,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer", 25 , 56.5 , 56.5 
2018,September,Wellington,Wellington,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault, 179 , 404.7 , 404.7 
2018,September,Wellington,Wellington,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault, 113 , 255.5 , 255.5 
2018,September,Wellington,Wellington,A Crimes against the person,A30 Sexual offences,A30 Sexual offences, 171 , 386.6 , 386.6 
2018,September,Wellington,Wellington,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment, 3 , 6.8 , 6.8 
2018,September,Wellington,Wellington,A Crimes against the person,A50 Robbery,A51 Aggravated robbery, 3 , 6.8 , 6.8 
2018,September,Wellington,Wellington,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery, 2 , 4.5 , 4.5 
2018,September,Wellington,Wellington,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking, 18 , 40.7 , 40.7 
2018,September,Wellington,Wellington,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking, 6 , 13.6 , 13.6 
2018,September,Wellington,Wellington,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance, 18 , 40.7 , 40.7 
2018,September,Wellington,Wellington,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance, 4 , 9.0 , 9.0 
2018,September,Wellington,Wellington,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour, 42 , 95.0 , 95.0 
2018,September,Wellington,Wellington,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour, 36 , 81.4 , 81.4 
2018,September,Wellington,Wellington,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving, 6 , 13.6 , 13.6 
2018,September,Wellington,Wellington,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people, 13 , 29.4 , 29.4 
2018,September,Wellington,Wellington,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people, 26 , 58.8 , 58.8 
2018,September,Wellington,Wellington,B Property and deception offences,B10 Arson,B11 Cause damage by fire, 14 , 31.7 , 31.7 
2018,September,Wellington,Wellington,B Property and deception offences,B10 Arson,B19 Other fire related offences, 33 , 74.6 , 74.6 
2018,September,Wellington,Wellington,B Property and deception offences,B20 Property damage,B21 Criminal damage, 365 , 825.2 , 825.2 
2018,September,Wellington,Wellington,B Property and deception offences,B20 Property damage,B22 Graffiti, 35 , 79.1 , 79.1 
2018,September,Wellington,Wellington,B Property and deception offences,B20 Property damage,B29 Other property damage offences, 12 , 27.1 , 27.1 
2018,September,Wellington,Wellington,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary, 13 , 29.4 , 29.4 
2018,September,Wellington,Wellington,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary, 1 , 2.3 , 2.3 
2018,September,Wellington,Wellington,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary, 164 , 370.8 , 370.8 
2018,September,Wellington,Wellington,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary, 52 , 117.6 , 117.6 
2018,September,Wellington,Wellington,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary, 3 , 6.8 , 6.8 
2018,September,Wellington,Wellington,B Property and deception offences,B40 Theft,B41 Motor vehicle theft, 45 , 101.7 , 101.7 
2018,September,Wellington,Wellington,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle, 188 , 425.0 , 425.0 
2018,September,Wellington,Wellington,B Property and deception offences,B40 Theft,B43 Steal from a retail store, 165 , 373.0 , 373.0 
2018,September,Wellington,Wellington,B Property and deception offences,B40 Theft,B44 Theft of a bicycle, 56 , 126.6 , 126.6 
2018,September,Wellington,Wellington,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods, 62 , 140.2 , 140.2 
2018,September,Wellington,Wellington,B Property and deception offences,B40 Theft,B46 Fare evasion, 1 , 2.3 , 2.3 
2018,September,Wellington,Wellington,B Property and deception offences,B40 Theft,B49 Other theft, 294 , 664.7 , 664.7 
2018,September,Wellington,Wellington,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting, 5 , 11.3 , 11.3 
2018,September,Wellington,Wellington,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument, 4 , 9.0 , 9.0 
2018,September,Wellington,Wellington,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception, 84 , 189.9 , 189.9 
2018,September,Wellington,Wellington,B Property and deception offences,B50 Deception,B54 State false information, 4 , 9.0 , 9.0 
2018,September,Wellington,Wellington,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation, 2 , 4.5 , 4.5 
2018,September,Wellington,Wellington,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing, 1 , 2.3 , 2.3 
2018,September,Wellington,Wellington,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking, 28 , 63.3 , 63.3 
2018,September,Wellington,Wellington,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs, 22 , 49.7 , 49.7 
2018,September,Wellington,Wellington,C Drug offences,C30 Drug use and possession,C31 Drug use, 23 , 52.0 , 52.0 
2018,September,Wellington,Wellington,C Drug offences,C30 Drug use and possession,C32 Drug possession, 161 , 364.0 , 364.0 
2018,September,Wellington,Wellington,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences, 74 , 167.3 , 167.3 
2018,September,Wellington,Wellington,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences, 79 , 178.6 , 178.6 
2018,September,Wellington,Wellington,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences, 6 , 13.6 , 13.6 
2018,September,Wellington,Wellington,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray, 14 , 31.7 , 31.7 
2018,September,Wellington,Wellington,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public, 49 , 110.8 , 110.8 
2018,September,Wellington,Wellington,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct, 48 , 108.5 , 108.5 
2018,September,Wellington,Wellington,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language, 11 , 24.9 , 24.9 
2018,September,Wellington,Wellington,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent, 8 , 18.1 , 18.1 
2018,September,Wellington,Wellington,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct, 3 , 6.8 , 6.8 
2018,September,Wellington,Wellington,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes, 1 , 2.3 , 2.3 
2018,September,Wellington,Wellington,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space, 30 , 67.8 , 67.8 
2018,September,Wellington,Wellington,E Justice procedures offences,E10 Justice procedures,E11 Escape custody, 1 , 2.3 , 2.3 
2018,September,Wellington,Wellington,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer, 62 , 140.2 , 140.2 
2018,September,Wellington,Wellington,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury, 7 , 15.8 , 15.8 
2018,September,Wellington,Wellington,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences, 15 , 33.9 , 33.9 
2018,September,Wellington,Wellington,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences, 20 , 45.2 , 45.2 
2018,September,Wellington,Wellington,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order, 555 ," 1,254.7 "," 1,254.7 "
2018,September,Wellington,Wellington,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order, 37 , 83.6 , 83.6 
2018,September,Wellington,Wellington,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions, 76 , 171.8 , 171.8 
2018,September,Wellington,Wellington,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders, 10 , 22.6 , 22.6 
2018,September,Wellington,Wellington,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences, 1 , 2.3 , 2.3 
2018,September,Wellington,Wellington,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences, 3 , 6.8 , 6.8 
2018,September,Wellington,Wellington,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences, 1 , 2.3 , 2.3 
2018,September,Wellington,Wellington,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences, 2 , 4.5 , 4.5 
2018,September,Wellington,Wellington,F Other offences,F90 Miscellaneous offences,F91 Environmental offences, 2 , 4.5 , 4.5 
2018,September,Wellington,Wellington,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals, 2 , 4.5 , 4.5 
2018,September,Whitehorse,Whitehorse,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences, 2 , 1.1 , 1.1 
2018,September,Whitehorse,Whitehorse,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault, 67 , 38.4 , 38.4 
2018,September,Whitehorse,Whitehorse,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault, 102 , 58.5 , 58.5 
2018,September,Whitehorse,Whitehorse,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer", 44 , 25.2 , 25.2 
2018,September,Whitehorse,Whitehorse,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault, 207 , 118.7 , 118.7 
2018,September,Whitehorse,Whitehorse,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault, 158 , 90.6 , 90.6 
2018,September,Whitehorse,Whitehorse,A Crimes against the person,A30 Sexual offences,A30 Sexual offences, 252 , 144.5 , 144.5 
2018,September,Whitehorse,Whitehorse,A Crimes against the person,A40 Abduction and related offences,A41 Abduction, 1 , 0.6 , 0.6 
2018,September,Whitehorse,Whitehorse,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment, 15 , 8.6 , 8.6 
2018,September,Whitehorse,Whitehorse,A Crimes against the person,A50 Robbery,A51 Aggravated robbery, 62 , 35.5 , 35.5 
